Date,S&P,Long Interest Rate,Real Price,Real Dividend,CAPE,Date Fraction
1881.01,6.19,3.7,162.1,6.94,18.47,1881.04
1881.02,6.17,3.69,159.96,7,18.15,1881.12
1881.03,6.24,3.69,161.78,7.13,18.27,1881.21
1881.04,6.22,3.68,159.66,7.19,17.95,1881.29
1881.05,6.5,3.67,168.52,7.39,18.87,1881.37
1881.06,6.58,3.67,170.59,7.52,19.03,1881.46
1881.07,6.35,3.66,163,7.57,18.12,1881.54
1881.08,6.2,3.65,156.06,7.55,17.29,1881.62
1881.09,6.25,3.65,151.44,7.39,16.72,1881.71
1881.1,6.15,3.64,147.63,7.44,16.26,1881.79
1881.11,6.19,3.63,149.98,7.63,16.48,1881.87
1881.12,6.01,3.63,145.62,7.75,15.96,1881.96
1882.01,5.92,3.62,143.44,7.75,15.68,1882.04
1882.02,5.79,3.62,138.99,7.68,15.15,1882.12
1882.03,5.78,3.62,138.75,7.68,15.09,1882.21
1882.04,5.78,3.62,137.48,7.61,14.92,1882.29
1882.05,5.71,3.62,134.58,7.54,14.57,1882.37
1882.06,5.68,3.62,132.67,7.47,14.33,1882.46
1882.07,6,3.63,141.41,7.54,15.24,1882.54
1882.08,6.18,3.63,144.34,7.47,15.53,1882.62
1882.09,6.24,3.63,149.79,7.68,16.08,1882.71
1882.1,6.07,3.63,147.07,7.75,15.76,1882.79
1882.11,5.81,3.63,142.1,7.83,15.19,1882.87
1882.12,5.84,3.63,144.2,7.9,15.38,1882.96
1883.01,5.81,3.63,143.46,7.92,15.27,1883.04
1883.02,5.68,3.63,138.92,7.87,14.76,1883.12
1883.03,5.75,3.63,141.97,7.96,15.05,1883.21
1883.04,5.87,3.63,146.33,8.06,15.48,1883.29
1883.05,5.77,3.63,145.24,8.16,15.34,1883.37
1883.06,5.82,3.63,150.89,8.43,15.9,1883.46
1883.07,5.73,3.63,151.59,8.62,15.95,1883.54
1883.08,5.47,3.62,144.71,8.64,15.2,1883.62
1883.09,5.53,3.62,147.8,8.75,15.49,1883.71
1883.1,5.38,3.62,143.8,8.77,15.05,1883.79
1883.11,5.46,3.62,147.45,8.89,15.41,1883.87
1883.12,5.34,3.62,142.73,8.82,14.9,1883.96
1884.01,5.18,3.62,138.45,8.77,14.43,1884.04
1884.02,5.32,3.61,142.19,8.73,14.81,1884.12
1884.03,5.3,3.6,141.66,8.69,14.74,1884.21
1884.04,5.06,3.6,138.09,8.82,14.35,1884.29
1884.05,4.65,3.59,129.63,8.97,13.47,1884.37
1884.06,4.46,3.58,124.33,8.92,12.91,1884.46
1884.07,4.46,3.57,125.68,8.97,13.04,1884.54
1884.08,4.74,3.56,133.57,8.92,13.86,1884.62
1884.09,4.59,3.55,130.77,8.97,13.57,1884.71
1884.1,4.44,3.55,127.9,9.03,13.27,1884.79
1884.11,4.35,3.54,128.16,9.18,13.3,1884.87
1884.12,4.34,3.53,129.33,9.24,13.43,1884.96
1885.01,4.24,3.52,126.35,9.07,13.13,1885.04
1885.02,4.37,3.51,128.75,8.79,13.38,1885.12
1885.03,4.38,3.5,132.04,8.82,13.73,1885.21
1885.04,4.37,3.48,130.23,8.54,13.55,1885.29
1885.05,4.32,3.47,131.76,8.56,13.71,1885.37
1885.06,4.3,3.46,134.31,8.59,13.98,1885.46
1885.07,4.46,3.45,137.65,8.31,14.33,1885.54
1885.08,4.71,3.43,145.37,8.13,15.13,1885.62
1885.09,4.65,3.42,145.25,8.04,15.12,1885.71
1885.1,4.92,3.41,153.68,7.86,15.99,1885.79
1885.11,5.24,3.4,161.73,7.59,16.82,1885.87
1885.12,5.2,3.38,156.76,7.24,16.3,1885.96
1886.01,5.2,3.37,160.49,7.35,16.69,1886.04
1886.02,5.3,3.38,163.58,7.31,17.01,1886.12
1886.03,5.19,3.4,162.11,7.34,16.84,1886.21
1886.04,5.12,3.41,161.88,7.38,16.8,1886.29
1886.05,5.02,3.42,162.68,7.51,16.86,1886.37
1886.06,5.25,3.43,172.29,7.55,17.83,1886.46
1886.07,5.33,3.45,172.73,7.4,17.85,1886.54
1886.08,5.37,3.46,171.88,7.26,17.72,1886.62
1886.09,5.51,3.47,176.36,7.2,18.15,1886.71
1886.1,5.65,3.48,180.84,7.15,18.56,1886.79
1886.11,5.79,3.5,185.32,7.1,18.97,1886.87
1886.12,5.64,3.51,178.32,6.96,18.19,1886.96
1887.01,5.58,3.52,172.22,6.87,17.51,1887.04
1887.02,5.54,3.53,168.98,6.86,17.13,1887.12
1887.03,5.67,3.55,172.94,6.94,17.47,1887.21
1887.04,5.8,3.56,176.91,7.02,17.82,1887.29
1887.05,5.9,3.57,179.96,7.09,18.08,1887.37
1887.06,5.73,3.58,176.85,7.25,17.71,1887.46
1887.07,5.59,3.6,174.61,7.42,17.43,1887.54
1887.08,5.45,3.61,168.21,7.41,16.74,1887.62
1887.09,5.38,3.62,168.05,7.57,16.68,1887.71
1887.1,5.2,3.63,160.49,7.56,15.88,1887.79
1887.11,5.3,3.65,161.66,7.55,15.95,1887.87
1887.12,5.27,3.66,157.05,7.45,15.46,1887.96
1888.01,5.31,3.67,156.44,7.32,15.36,1888.04
1888.02,5.28,3.65,157.34,7.35,15.42,1888.12
1888.03,5.08,3.63,151.38,7.3,14.81,1888.21
1888.04,5.1,3.62,153.75,7.33,15.02,1888.29
1888.05,5.17,3.6,157.69,7.37,15.39,1888.37
1888.06,5.01,3.58,154.63,7.41,15.08,1888.46
1888.07,5.14,3.56,156.78,7.27,15.28,1888.54
1888.08,5.25,3.54,160.13,7.22,15.6,1888.62
1888.09,5.38,3.52,164.1,7.17,15.99,1888.71
1888.1,5.35,3.51,161.28,7.03,15.72,1888.79
1888.11,5.24,3.49,156.15,6.9,15.22,1888.87
1888.12,5.14,3.47,153.17,6.85,14.95,1888.96
1889.01,5.24,3.45,161.73,7.07,15.8,1889.04
1889.02,5.3,3.45,165.55,7.13,16.19,1889.12
1889.03,5.19,3.45,164.09,7.19,16.07,1889.21
1889.04,5.18,3.44,163.78,7.17,16.05,1889.29
1889.05,5.32,3.44,172.41,7.32,16.92,1889.37
1889.06,5.41,3.44,175.32,7.29,17.22,1889.46
1889.07,5.3,3.44,171.76,7.27,16.89,1889.54
1889.08,5.37,3.43,174.03,7.24,17.13,1889.62
1889.09,5.5,3.43,176.04,7.12,17.35,1889.71
1889.1,5.4,3.43,172.84,7.1,17.05,1889.79
1889.11,5.35,3.43,171.24,7.07,16.91,1889.87
1889.12,5.32,3.42,168.2,6.96,16.61,1889.96
1890.01,5.38,3.42,174.35,7.13,17.22,1890.04
1890.02,5.32,3.44,172.41,7.13,17.03,1890.12
1890.03,5.28,3.45,171.11,7.13,16.9,1890.21
1890.04,5.39,3.47,174.68,7.13,17.26,1890.29
1890.05,5.62,3.49,179.88,7.04,17.79,1890.37
1890.06,5.58,3.5,178.6,7.04,17.68,1890.46
1890.07,5.54,3.52,177.32,7.04,17.59,1890.54
1890.08,5.41,3.54,166.98,6.79,16.6,1890.62
1890.09,5.32,3.55,162.27,6.71,16.17,1890.71
1890.1,5.08,3.57,154.95,6.71,15.48,1890.79
1890.11,4.71,3.59,147.12,6.87,14.75,1890.87
1890.12,4.6,3.6,143.69,6.87,14.44,1890.96
1891.01,4.84,3.62,153.03,6.96,15.43,1891.04
1891.02,4.9,3.62,153.06,6.87,15.48,1891.12
1891.03,4.81,3.62,148.46,6.79,15.05,1891.21
1891.04,4.97,3.62,151.59,6.71,15.41,1891.29
1891.05,4.95,3.61,152.78,6.79,15.57,1891.37
1891.06,4.85,3.61,153.34,6.96,15.66,1891.46
1891.07,4.77,3.61,152.67,7.04,15.62,1891.54
1891.08,4.93,3.61,157.8,7.04,16.16,1891.62
1891.09,5.33,3.61,172.73,7.13,17.71,1891.71
1891.1,5.33,3.61,172.73,7.13,17.72,1891.79
1891.11,5.25,3.6,172.29,7.22,17.67,1891.87
1891.12,5.41,3.6,177.54,7.22,18.21,1891.96
1892.01,5.51,3.6,185.52,7.46,19.02,1892.04
1892.02,5.52,3.61,185.86,7.52,19.04,1892.12
1892.03,5.58,3.63,192.89,7.78,19.74,1892.21
1892.04,5.57,3.64,195.14,7.94,19.94,1892.29
1892.05,5.57,3.65,195.14,8,19.91,1892.37
1892.06,5.54,3.66,194.09,8.06,19.77,1892.46
1892.07,5.54,3.68,188.99,7.9,19.21,1892.54
1892.08,5.62,3.69,189.23,7.86,19.2,1892.62
1892.09,5.48,3.7,184.51,7.91,18.69,1892.71
1892.1,5.59,3.71,188.22,7.97,19.04,1892.79
1892.11,5.57,3.73,182.79,7.82,18.46,1892.87
1892.12,5.51,3.74,178.56,7.78,18.01,1892.96
1893.01,5.61,3.75,175.23,7.52,17.66,1893.04
1893.02,5.51,3.75,170.06,7.46,17.13,1893.12
1893.03,5.31,3.74,167.89,7.67,16.9,1893.21
1893.04,5.31,3.74,169.96,7.79,17.1,1893.29
1893.05,4.84,3.73,156.85,7.91,15.78,1893.37
1893.06,4.61,3.73,153.23,8.14,15.42,1893.46
1893.07,4.18,3.73,142.59,8.38,14.35,1893.54
1893.08,4.08,3.72,144.9,8.76,14.59,1893.62
1893.09,4.37,3.72,149.07,8.44,15.01,1893.71
1893.1,4.5,3.71,151.51,8.36,15.27,1893.79
1893.11,4.57,3.71,157.98,8.61,15.94,1893.87
1893.12,4.41,3.7,154.5,8.76,15.61,1893.96
1894.01,4.32,3.7,155.56,8.88,15.74,1894.04
1894.02,4.38,3.68,159.94,8.88,16.2,1894.12
1894.03,4.51,3.66,169.46,9.02,17.19,1894.21
1894.04,4.57,3.64,171.71,8.89,17.43,1894.29
1894.05,4.4,3.62,165.32,8.77,16.81,1894.37
1894.06,4.34,3.6,163.07,8.64,16.61,1894.46
1894.07,4.25,3.58,159.69,8.52,16.29,1894.54
1894.08,4.41,3.56,161.03,8.15,16.46,1894.62
1894.09,4.48,3.54,161.32,7.92,16.52,1894.71
1894.1,4.34,3.52,160.74,8.03,16.5,1894.79
1894.11,4.34,3.5,160.74,7.9,16.54,1894.87
1894.12,4.3,3.48,161.57,7.89,16.67,1894.96
1895.01,4.25,3.46,159.69,7.83,16.52,1895.04
1895.02,4.19,3.47,157.43,7.77,16.33,1895.12
1895.03,4.19,3.48,157.43,7.7,16.36,1895.21
1895.04,4.37,3.5,157.36,7.32,16.39,1895.29
1895.05,4.61,3.51,163.72,7.16,17.08,1895.37
1895.06,4.7,3.52,164.66,7.01,17.21,1895.46
1895.07,4.72,3.53,167.63,7.04,17.55,1895.54
1895.08,4.79,3.54,172.48,7.08,18.07,1895.62
1895.09,4.82,3.55,173.56,7.02,18.2,1895.71
1895.1,4.75,3.57,171.04,6.96,17.94,1895.79
1895.11,4.59,3.58,165.28,6.9,17.34,1895.87
1895.12,4.32,3.59,157.75,6.94,16.55,1895.96
1896.01,4.27,3.6,158.15,7.01,16.58,1896.04
1896.02,4.45,3.58,167.2,7.08,17.52,1896.12
1896.03,4.38,3.57,164.57,7.05,17.23,1896.21
1896.04,4.42,3.55,168.52,7.12,17.64,1896.29
1896.05,4.4,3.53,170.26,7.19,17.83,1896.37
1896.06,4.32,3.52,169.7,7.27,17.78,1896.46
1896.07,4.04,3.5,158.7,7.24,16.64,1896.54
1896.08,3.81,3.48,149.66,7.2,15.7,1896.62
1896.09,4.01,3.47,157.52,7.17,16.54,1896.71
1896.1,4.1,3.45,156.32,6.93,16.44,1896.79
1896.11,4.38,3.43,162.22,6.7,17.09,1896.87
1896.12,4.22,3.42,156.3,6.67,16.5,1896.96
1897.01,4.22,3.4,160.89,6.86,17.03,1897.04
1897.02,4.18,3.4,159.37,6.86,16.89,1897.12
1897.03,4.19,3.39,159.75,6.86,16.96,1897.21
1897.04,4.06,3.39,157.1,6.97,16.7,1897.29
1897.05,4.08,3.38,160.27,7.07,17.05,1897.37
1897.06,4.27,3.38,167.73,7.07,17.85,1897.46
1897.07,4.46,3.38,175.2,7.07,18.65,1897.54
1897.08,4.75,3.37,178.48,6.76,19.01,1897.62
1897.09,4.98,3.37,181.85,6.57,19.37,1897.71
1897.1,4.82,3.36,178.52,6.67,19.03,1897.79
1897.11,4.65,3.36,172.22,6.67,18.36,1897.87
1897.12,4.75,3.35,175.93,6.67,18.75,1897.96
1898.01,4.88,3.35,180.74,6.73,19.25,1898.04
1898.02,4.87,3.33,177.83,6.69,18.92,1898.12
1898.03,4.65,3.31,169.8,6.76,18.04,1898.21
1898.04,4.57,3.29,166.88,6.82,17.71,1898.29
1898.05,4.87,3.27,166.13,6.42,17.6,1898.37
1898.06,5.06,3.25,184.77,6.94,19.54,1898.46
1898.07,5.08,3.23,188.15,7.1,19.86,1898.54
1898.08,5.27,3.2,195.18,7.16,20.54,1898.62
1898.09,5.26,3.18,194.81,7.22,20.44,1898.71
1898.1,5.15,3.16,190.74,7.29,19.95,1898.79
1898.11,5.32,3.14,197.04,7.34,20.53,1898.87
1898.12,5.65,3.12,206.31,7.3,21.4,1898.96
1899.01,6.08,3.1,222.01,7.33,22.93,1899.04
1899.02,6.31,3.1,224.1,7.16,23.05,1899.12
1899.03,6.4,3.11,227.3,7.19,23.28,1899.21
1899.04,6.48,3.11,227.03,7.12,23.15,1899.29
1899.05,6.21,3.12,217.57,7.15,22.09,1899.37
1899.06,6.07,3.12,209.83,7.09,21.21,1899.46
1899.07,6.28,3.13,214.23,7.02,21.56,1899.54
1899.08,6.44,3.13,216.83,6.96,21.73,1899.62
1899.09,6.37,3.13,206.43,6.72,20.59,1899.71
1899.1,6.34,3.14,202.93,6.67,20.15,1899.79
1899.11,6.46,3.14,204.25,6.61,20.2,1899.87
1899.12,6.02,3.15,188.04,6.56,18.51,1899.96
1900.01,6.1,3.15,190.54,6.79,18.67,1900.04
1900.02,6.21,3.15,191.67,6.94,18.7,1900.12
1900.03,6.26,3.14,193.21,7.18,18.78,1900.21
1900.04,6.34,3.14,195.68,7.41,18.94,1900.29
1900.05,6.04,3.13,190.97,7.83,18.4,1900.37
1900.06,5.86,3.13,187.56,8.16,17.99,1900.46
1900.07,5.86,3.13,185.28,8.3,17.69,1900.54
1900.08,5.94,3.12,190.12,8.64,18.07,1900.62
1900.09,5.8,3.12,183.38,8.77,17.34,1900.71
1900.1,6.01,3.11,192.36,9.12,18.1,1900.79
1900.11,6.48,3.11,207.41,9.36,19.42,1900.87
1900.12,6.87,3.1,222.64,9.72,20.74,1900.96
1901.01,7.07,3.1,226.29,9.66,20.98,1901.04
1901.02,7.25,3.11,234.95,9.83,21.68,1901.12
1901.03,7.51,3.11,243.38,9.88,22.35,1901.21
1901.04,8.14,3.12,267.14,10.07,24.41,1901.29
1901.05,7.73,3.13,253.68,10.12,23.06,1901.37
1901.06,8.5,3.13,278.95,10.17,25.24,1901.46
1901.07,7.93,3.14,256.99,10.1,23.14,1901.54
1901.08,8.04,3.15,257.34,10.03,23.08,1901.62
1901.09,8,3.15,252.94,9.96,22.59,1901.71
1901.1,7.91,3.16,250.09,10.01,22.25,1901.79
1901.11,8.08,3.17,252.39,9.94,22.38,1901.87
1901.12,7.95,3.17,245.37,9.88,21.68,1901.96
1902.01,8.12,3.18,253.64,10.02,22.34,1902.04
1902.02,8.19,3.19,255.82,10.05,22.46,1902.12
1902.03,8.2,3.2,256.14,10.07,22.41,1902.21
1902.04,8.48,3.21,261.73,9.98,22.82,1902.29
1902.05,8.46,3.22,258.04,9.89,22.43,1902.37
1902.06,8.41,3.23,253.53,9.8,21.96,1902.46
1902.07,8.6,3.24,259.26,9.82,22.39,1902.54
1902.08,8.83,3.25,269.32,9.96,23.17,1902.62
1902.09,8.85,3.26,266.8,9.87,22.86,1902.71
1902.1,8.57,3.27,241.5,9.25,20.6,1902.79
1902.11,8.24,3.28,240.03,9.59,20.41,1902.87
1902.12,8.05,3.29,231.89,9.51,19.63,1902.96
1903.01,8.46,3.3,241.03,9.45,20.32,1903.04
1903.02,8.41,3.31,239.6,9.5,20.11,1903.12
1903.03,8.08,3.32,238.05,9.87,19.88,1903.21
1903.04,7.75,3.33,228.32,9.92,18.98,1903.29
1903.05,7.6,3.33,229.11,10.2,18.95,1903.37
1903.06,7.18,3.34,216.45,10.25,17.82,1903.46
1903.07,6.85,3.35,206.5,10.3,16.92,1903.54
1903.08,6.63,3.36,199.87,10.35,16.3,1903.62
1903.09,6.47,3.37,192.8,10.28,15.65,1903.71
1903.1,6.26,3.38,188.72,10.45,15.25,1903.79
1903.11,6.28,3.38,191.55,10.62,15.41,1903.87
1903.12,6.57,3.39,200.39,10.68,16.04,1903.96
1904.01,6.68,3.4,199.06,10.33,15.86,1904.04
1904.02,6.5,3.41,189.35,10,15.02,1904.12
1904.03,6.48,3.41,190.91,10.02,15.08,1904.21
1904.04,6.64,3.42,197.87,10.03,15.57,1904.29
1904.05,6.5,3.43,198.26,10.17,15.53,1904.37
1904.06,6.51,3.43,198.56,10.07,15.47,1904.46
1904.07,6.78,3.44,206.8,9.96,16.04,1904.54
1904.08,7.01,3.45,211.33,9.75,16.3,1904.62
1904.09,7.32,3.45,218.13,9.54,16.74,1904.71
1904.1,7.75,3.46,230.95,9.44,17.63,1904.79
1904.11,8.17,3.47,237.99,9.13,18.08,1904.87
1904.12,8.25,3.47,240.33,9.03,18.16,1904.96
1905.01,8.43,3.48,245.57,9.08,18.46,1905.04
1905.02,8.8,3.48,256.35,9.13,19.17,1905.12
1905.03,9.05,3.47,266.62,9.28,19.83,1905.21
1905.04,8.94,3.47,263.38,9.33,19.48,1905.29
1905.05,8.5,3.46,253.3,9.49,18.63,1905.37
1905.06,8.6,3.46,256.28,9.54,18.74,1905.46
1905.07,8.87,3.46,264.32,9.59,19.21,1905.54
1905.08,9.2,3.45,271.04,9.52,19.57,1905.62
1905.09,9.23,3.45,275.05,9.68,19.74,1905.71
1905.1,9.36,3.44,278.93,9.74,19.9,1905.79
1905.11,9.31,3.44,274.28,9.67,19.44,1905.87
1905.12,9.54,3.43,277.9,9.61,19.58,1905.96
1906.01,9.87,3.43,287.52,9.78,20.13,1906.04
1906.02,9.8,3.45,285.48,9.95,19.87,1906.12
1906.03,9.56,3.47,278.49,10.12,19.26,1906.21
1906.04,9.43,3.49,274.7,10.29,18.88,1906.29
1906.05,9.18,3.51,264.44,10.35,18.05,1906.37
1906.06,9.3,3.53,267.9,10.51,18.17,1906.46
1906.07,9.06,3.55,269.99,11.05,18.2,1906.54
1906.08,9.73,3.57,283.44,10.97,18.97,1906.62
1906.09,10.03,3.59,288.93,11.02,19.2,1906.71
1906.1,9.73,3.61,274.19,10.94,18.1,1906.79
1906.11,9.93,3.63,276.82,10.99,18.14,1906.87
1906.12,9.84,3.65,271.39,11.03,17.66,1906.96
1907.01,9.56,3.67,266.51,11.24,17.22,1907.04
1907.02,9.26,3.69,252.71,11.1,16.22,1907.12
1907.03,8.35,3.7,230.3,11.31,14.69,1907.21
1907.04,8.39,3.72,231.4,11.4,14.67,1907.29
1907.05,8.1,3.74,218.75,11.25,13.79,1907.37
1907.06,7.84,3.75,209.55,11.23,13.14,1907.46
1907.07,8.14,3.77,217.56,11.31,13.59,1907.54
1907.08,7.53,3.79,201.26,11.4,12.51,1907.62
1907.09,7.45,3.8,199.12,11.49,12.33,1907.71
1907.1,6.64,3.82,175.66,11.46,10.83,1907.79
1907.11,6.25,3.84,172.38,12.04,10.59,1907.87
1907.12,6.57,3.85,185.14,12.4,11.33,1907.96
1908.01,6.85,3.87,195.16,12.44,11.9,1908.04
1908.02,6.6,3.86,190.12,12.48,11.55,1908.12
1908.03,6.87,3.85,197.9,12.39,11.98,1908.21
1908.04,7.24,3.84,206.27,12.16,12.45,1908.29
1908.05,7.63,3.83,217.38,12.06,13.08,1908.37
1908.06,7.64,3.82,217.66,11.97,13.05,1908.46
1908.07,7.92,3.82,223.19,11.74,13.35,1908.54
1908.08,8.26,3.81,232.77,11.65,13.88,1908.62
1908.09,8.17,3.8,230.23,11.55,13.7,1908.71
1908.1,8.27,3.79,230.55,11.34,13.69,1908.79
1908.11,8.83,3.78,243.54,11.12,14.44,1908.87
1908.12,9.03,3.77,246.43,10.92,14.58,1908.96
1909.01,9.06,3.76,249.88,11.12,14.76,1909.04
1909.02,8.8,3.77,240.16,11.1,14.17,1909.12
1909.03,8.92,3.79,243.43,11.19,14.34,1909.21
1909.04,9.32,3.8,249.1,11.05,14.65,1909.29
1909.05,9.63,3.81,254.76,11.02,14.95,1909.37
1909.06,9.8,3.82,256.64,11,15.04,1909.46
1909.07,9.94,3.84,260.31,11.09,15.23,1909.54
1909.08,10.18,3.85,263.92,11.06,15.42,1909.62
1909.09,10.19,3.86,261.57,11.04,15.25,1909.71
1909.1,10.23,3.87,257.5,10.91,14.99,1909.79
1909.11,10.18,3.89,253.77,10.89,14.75,1909.87
1909.12,10.3,3.9,254.32,10.86,14.75,1909.96
1910.01,10.08,3.91,251.28,11.03,14.55,1910.04
1910.02,9.72,3.92,242.31,11.09,14,1910.12
1910.03,9.96,3.92,243.61,10.95,14.05,1910.21
1910.04,9.72,3.93,235.51,10.9,13.56,1910.29
1910.05,9.56,3.93,236.05,11.17,13.57,1910.37
1910.06,9.1,3.94,226.85,11.34,13.02,1910.46
1910.07,8.64,3.95,215.38,11.4,12.34,1910.54
1910.08,8.85,3.95,222.76,11.58,12.75,1910.62
1910.09,8.91,3.96,226.47,11.76,12.94,1910.71
1910.1,9.32,3.96,244.07,12.18,13.92,1910.79
1910.11,9.31,3.97,248.84,12.5,14.16,1910.87
1910.12,9.05,3.97,241.89,12.56,13.74,1910.96
1911.01,9.27,3.98,247.77,12.56,14.05,1911.04
1911.02,9.43,3.98,260.09,12.96,14.72,1911.12
1911.03,9.32,3.99,254.35,12.83,14.37,1911.21
1911.04,9.28,3.99,261.51,13.24,14.75,1911.29
1911.05,9.48,3.99,267.15,13.24,15.05,1911.37
1911.06,9.67,3.99,272.5,13.24,15.33,1911.46
1911.07,9.63,4,268.46,13.1,15.08,1911.54
1911.08,9.17,4,247.65,12.69,13.9,1911.62
1911.09,8.67,4,231.73,12.56,13,1911.71
1911.1,8.72,4,233.07,12.56,13.07,1911.79
1911.11,9.07,4.01,244.94,12.69,13.73,1911.87
1911.12,9.11,4.01,248.62,12.83,13.93,1911.96
1912.01,9.12,4.01,246.3,12.71,13.79,1912.04
1912.02,9.04,4.05,241.62,12.61,13.53,1912.12
1912.03,9.3,4.08,243.55,12.37,13.64,1912.21
1912.04,9.59,4.12,243.75,12.03,13.65,1912.29
1912.05,9.58,4.16,243.5,12.05,13.65,1912.37
1912.06,9.58,4.19,245.91,12.19,13.79,1912.46
1912.07,9.59,4.23,246.17,12.21,13.8,1912.54
1912.08,9.81,4.27,249.35,12.12,13.98,1912.62
1912.09,9.86,4.3,248.18,12.02,13.93,1912.71
1912.1,9.84,4.34,247.68,12.04,13.91,1912.79
1912.11,9.73,4.38,244.91,12.06,13.75,1912.87
1912.12,9.38,4.41,238.42,12.2,13.39,1912.96
1913.01,9.3,4.45,234.09,12.08,13.15,1913.04
1913.02,8.97,4.43,225.78,12.08,12.68,1913.12
1913.03,8.8,4.4,221.5,12.08,12.44,1913.21
1913.04,8.79,4.38,221.25,12.08,12.43,1913.29
1913.05,8.55,4.35,217.43,12.21,12.22,1913.37
1913.06,8.12,4.33,204.39,12.08,11.49,1913.46
1913.07,8.23,4.31,205.06,11.96,11.53,1913.54
1913.08,8.45,4.28,210.54,11.96,11.85,1913.62
1913.09,8.53,4.26,210.41,11.84,11.84,1913.71
1913.1,8.26,4.23,203.75,11.84,11.47,1913.79
1913.11,8.05,4.21,196.61,11.72,11.07,1913.87
1913.12,8.04,4.18,198.33,11.84,11.17,1913.96
1914.01,8.37,4.16,206.47,11.72,11.64,1914.04
1914.02,8.48,4.17,211.29,11.71,11.91,1914.12
1914.03,8.32,4.17,207.31,11.59,11.69,1914.21
1914.04,8.12,4.18,204.39,11.58,11.52,1914.29
1914.05,8.17,4.19,203.57,11.34,11.48,1914.37
1914.06,8.13,4.19,202.57,11.21,11.43,1914.46
1914.07,7.68,4.2,189.45,10.98,10.69,1914.54
1914.08,7.68,4.21,185.73,10.64,10.49,1914.62
1914.09,7.68,4.21,185.73,10.52,10.5,1914.71
1914.1,7.68,4.22,187.57,10.5,10.61,1914.79
1914.11,7.68,4.23,185.73,10.28,10.52,1914.87
1914.12,7.35,4.23,179.51,10.26,10.17,1914.96
1915.01,7.48,4.24,182.68,10.28,10.36,1915.04
1915.02,7.38,4.22,182.05,10.4,10.33,1915.12
1915.03,7.57,4.21,188.62,10.53,10.71,1915.21
1915.04,8.14,4.19,200.79,10.44,11.4,1915.29
1915.05,7.95,4.18,194.16,10.36,11.03,1915.37
1915.06,8.04,4.16,196.36,10.38,11.15,1915.46
1915.07,8.01,4.15,195.63,10.4,11.11,1915.54
1915.08,8.35,4.13,203.93,10.42,11.58,1915.62
1915.09,8.66,4.11,211.5,10.44,12.01,1915.71
1915.1,9.14,4.1,221.04,10.36,12.55,1915.79
1915.11,9.46,4.08,226.56,10.28,12.86,1915.87
1915.12,9.48,4.07,227.04,10.3,12.88,1915.96
1916.01,9.33,4.05,221.29,10.46,12.54,1916.04
1916.02,9.2,4.07,218.21,10.71,12.35,1916.12
1916.03,9.17,4.08,215.43,10.87,12.18,1916.21
1916.04,9.07,4.1,211.07,11.01,11.91,1916.29
1916.05,9.27,4.11,213.71,11.16,12.03,1916.37
1916.06,9.36,4.13,213.78,11.31,12,1916.46
1916.07,9.23,4.14,210.81,11.55,11.79,1916.54
1916.08,9.3,4.16,210.46,11.69,11.73,1916.62
1916.09,9.68,4.17,215.12,11.72,11.94,1916.71
1916.1,9.98,4.19,217.86,11.75,12.05,1916.79
1916.11,10.21,4.2,219,11.78,12.05,1916.87
1916.12,9.8,4.22,208.4,11.91,11.41,1916.96
1917.01,9.57,4.23,201.77,12.03,10.99,1917.04
1917.02,9.03,4.26,185.62,11.96,10.06,1917.12
1917.03,9.31,4.29,191.38,12.18,10.33,1917.21
1917.04,9.17,4.32,179.52,11.81,9.64,1917.29
1917.05,8.86,4.34,170.74,11.84,9.14,1917.37
1917.06,9.04,4.37,171.53,11.86,9.15,1917.46
1917.07,8.79,4.4,169.4,12.25,9,1917.54
1917.08,8.53,4.43,161.86,12.27,8.57,1917.62
1917.09,8.12,4.46,150.6,12.19,7.95,1917.71
1917.1,7.68,4.49,140.33,12.21,7.39,1917.79
1917.11,7.04,4.51,128.64,12.41,6.75,1917.87
1917.12,6.8,4.54,122.44,12.42,6.41,1917.96
1918.01,7.21,4.57,127.04,11.98,6.64,1918.04
1918.02,7.43,4.56,129.98,11.72,6.78,1918.12
1918.03,7.28,4.56,128.27,11.63,6.69,1918.21
1918.04,7.21,4.55,125.25,11.29,6.52,1918.29
1918.05,7.44,4.55,126.57,10.89,6.58,1918.37
1918.06,7.45,4.54,125.01,10.57,6.5,1918.46
1918.07,7.51,4.54,122.68,10.13,6.37,1918.54
1918.08,7.58,4.53,121.41,9.77,6.3,1918.62
1918.09,7.54,4.52,118.47,9.43,6.15,1918.71
1918.1,7.86,4.52,121.18,9.1,6.29,1918.79
1918.11,8.06,4.51,121.97,8.78,6.33,1918.87
1918.12,7.9,4.51,118.1,8.52,6.13,1918.96
1919.01,7.85,4.5,117.36,8.47,6.1,1919.04
1919.02,7.88,4.54,119.99,8.58,6.24,1919.12
1919.03,8.12,4.58,122.13,8.42,6.36,1919.21
1919.04,8.39,4.62,123.93,8.22,6.46,1919.29
1919.05,8.97,4.66,130.93,8.08,6.83,1919.37
1919.06,9.21,4.7,134.43,8.03,7.02,1919.46
1919.07,9.51,4.74,134.82,7.75,7.05,1919.54
1919.08,8.87,4.77,123.62,7.57,6.48,1919.62
1919.09,9.01,4.81,124.86,7.48,6.56,1919.71
1919.1,9.47,4.85,129.06,7.31,6.79,1919.79
