Date,S&P,Long Interest Rate,Real Price,Real Dividend,CAPE,Date Fraction
1968.02,90.75,5.56,654.55,21.21,20.42,1968.12
1968.03,89.09,5.74,640.7,21.22,19.93,1968.21
1968.04,95.67,5.64,686.02,21.25,21.28,1968.29
1968.05,97.87,5.87,699.77,21.28,21.63,1968.37
1968.06,100.5,5.72,714.43,21.26,22,1968.46
1968.07,100.3,5.5,708.92,21.23,21.75,1968.54
1968.08,98.11,5.42,691.46,21.26,21.14,1968.62
1968.09,101.3,5.46,711.91,21.29,21.68,1968.71
1968.1,103.8,5.58,725.35,21.27,22,1968.79
1968.11,105.4,5.7,734.45,21.3,22.2,1968.87
1968.12,106.5,6.03,740.02,21.33,22.28,1968.96
1969.01,102,6.04,706.76,21.34,21.19,1969.04
1969.02,101.5,6.19,699.37,21.29,20.9,1969.12
1969.03,99.3,6.3,678.52,21.18,20.2,1969.21
1969.04,101.3,6.17,688.38,21.13,20.43,1969.29
1969.05,104.6,6.32,708.85,21.14,20.97,1969.37
1969.06,99.14,6.57,668.18,21.1,19.71,1969.46
1969.07,94.71,6.72,634.85,21.03,18.68,1969.54
1969.08,94.18,6.69,627.88,20.96,18.43,1969.62
1969.09,94.51,7.16,628.39,20.94,18.4,1969.71
1969.1,95.52,7.1,631.7,20.85,18.45,1969.79
1969.11,96.21,7.14,632.87,20.76,18.44,1969.87
1969.12,91.11,7.65,596.14,20.68,17.33,1969.96
1970.01,90.31,7.79,589.34,20.64,17.09,1970.04
1970.02,87.16,7.24,565.79,20.56,16.37,1970.12
1970.03,88.65,7.07,572.45,20.47,16.53,1970.21
1970.04,85.95,7.39,550.69,20.33,15.87,1970.29
1970.05,76.06,7.91,486.06,20.3,13.98,1970.37
1970.06,75.59,7.84,480.57,20.22,13.8,1970.46
1970.07,75.72,7.46,478.93,20.13,13.73,1970.54
1970.08,77.92,7.53,492.84,20.16,14.1,1970.62
1970.09,82.58,7.39,519.65,20.07,14.84,1970.71
1970.1,84.37,7.33,528.22,19.87,15.06,1970.79
1970.11,84.28,6.84,524.99,19.66,14.95,1970.87
1970.12,90.05,6.39,558.11,19.46,15.87,1970.96
1971.01,93.49,6.24,579.43,19.4,16.46,1971.04
1971.02,97.11,6.11,600.36,19.29,17.03,1971.12
1971.03,99.6,5.7,614.22,19.18,17.4,1971.21
1971.04,103,5.83,633.6,19.11,17.92,1971.29
1971.05,101.6,6.39,621.89,19,17.56,1971.37
1971.06,99.72,6.52,605.87,18.83,17.08,1971.46
1971.07,99,6.73,600.02,18.77,16.89,1971.54
1971.08,97.24,6.58,587.91,18.7,16.52,1971.62
1971.09,99.4,6.14,600.96,18.68,16.86,1971.71
1971.1,97.29,5.93,586.77,18.6,16.43,1971.79
1971.11,92.78,5.81,559.57,18.56,15.64,1971.87
1971.12,99.17,5.93,595.2,18.43,16.6,1971.96
1972.01,103.3,5.95,619.98,18.43,17.26,1972.04
1972.02,105.2,6.08,628.33,18.34,17.46,1972.12
1972.03,107.7,6.07,641.71,18.29,17.81,1972.21
1972.04,108.8,6.19,646.7,18.25,17.92,1972.29
1972.05,107.7,6.13,638.62,18.2,17.66,1972.37
1972.06,108,6.11,638.87,18.16,17.64,1972.46
1972.07,107.2,6.11,631.11,18.09,17.4,1972.54
1972.08,111,6.21,651.92,18.07,17.94,1972.62
1972.09,109.4,6.55,641,18.05,17.61,1972.71
1972.1,109.6,6.48,639.14,18.1,17.53,1972.79
1972.11,115.1,6.28,669.63,18.19,18.34,1972.87
1972.12,117.5,6.36,681.98,18.28,18.65,1972.96
1973.01,118.4,6.46,685.59,18.28,18.71,1973.04
1973.02,114.2,6.64,656.65,18.19,17.89,1973.12
1973.03,112.4,6.71,640.33,18.06,17.41,1973.21
1973.04,110.3,6.67,624.04,18.03,16.94,1973.29
1973.05,107.2,6.85,602.36,18,16.31,1973.37
1973.06,104.8,6.9,584.87,17.97,15.81,1973.46
1973.07,105.8,7.13,589.12,18.02,15.89,1973.54
1973.08,103.8,7.4,567.73,17.79,15.28,1973.62
1973.09,105.6,7.09,576.3,17.85,15.48,1973.71
1973.1,109.8,6.79,593.96,17.89,15.91,1973.79
1973.11,102,6.73,548.16,17.97,14.65,1973.87
1973.12,94.78,6.74,506.05,18.05,13.49,1973.96
1974.01,96.11,6.99,508.75,18,13.53,1974.04
1974.02,93.45,6.96,488.38,17.87,12.96,1974.12
1974.03,97.44,7.21,502.84,17.75,13.31,1974.21
1974.04,92.46,7.51,475.15,17.78,12.55,1974.29
1974.05,89.67,7.58,455.13,17.66,12,1974.37
1974.06,89.79,7.54,452.02,17.62,11.89,1974.46
1974.07,79.31,7.81,396.03,17.63,10.39,1974.54
1974.08,76.03,8.04,375.09,17.56,9.82,1974.62
1974.09,68.12,8.04,332.08,17.5,8.68,1974.71
1974.1,69.44,7.9,335.21,17.35,8.74,1974.79
1974.11,71.74,7.68,343.62,17.23,8.95,1974.87
1974.12,67.07,7.43,318.77,17.11,8.29,1974.96
1975.01,72.56,7.5,343.54,17.16,8.92,1975.04
1975.02,80.1,7.39,376.35,17.13,9.76,1975.12
1975.03,83.78,7.73,392.15,17.18,10.16,1975.21
1975.04,84.72,8.23,395.05,17.18,10.23,1975.29
1975.05,90.1,8.06,417.77,17.14,10.82,1975.37
1975.06,92.4,7.86,425.24,17.07,11.01,1975.46
1975.07,92.49,8.06,420.94,16.88,10.9,1975.54
1975.08,85.71,8.4,389.36,16.85,10.09,1975.62
1975.09,84.67,8.43,382.52,16.76,9.92,1975.71
1975.1,88.57,8.14,397.96,16.62,10.33,1975.79
1975.11,90.07,8.05,401.77,16.46,10.44,1975.87
1975.12,88.7,8,394.23,16.36,10.25,1975.96
1976.01,96.86,7.74,429.73,16.34,11.19,1976.04
1976.02,100.6,7.79,444.72,16.3,11.59,1976.12
1976.03,101.1,7.73,446.13,16.28,11.63,1976.21
1976.04,101.9,7.56,448.06,16.33,11.69,1976.29
1976.05,101.2,7.9,441.83,16.31,11.53,1976.37
1976.06,101.8,7.86,442.1,16.33,11.54,1976.46
1976.07,104.2,7.83,450.15,16.37,11.76,1976.54
1976.08,103.3,7.77,443.93,16.42,11.6,1976.62
1976.09,105.5,7.59,451.81,16.49,11.81,1976.71
1976.1,101.9,7.41,434.13,16.69,11.35,1976.79
1976.11,101.2,7.29,430.4,16.94,11.25,1976.87
1976.12,104.7,6.87,443.76,17.17,11.6,1976.96
1977.01,103.8,7.21,437.69,17.27,11.44,1977.04
1977.02,101,7.39,421.56,17.29,11.01,1977.12
1977.03,100.6,7.46,417.06,17.37,10.9,1977.21
1977.04,99.05,7.37,407.22,17.46,10.64,1977.29
1977.05,98.76,7.46,404,17.6,10.55,1977.37
1977.06,99.29,7.28,403.5,17.72,10.53,1977.46
1977.07,100.2,7.33,405.19,17.82,10.57,1977.54
1977.08,97.75,7.4,393.99,17.95,10.27,1977.62
1977.09,96.23,7.34,386.6,18.08,10.07,1977.71
1977.1,93.74,7.52,375.38,18.25,9.77,1977.79
1977.11,94.28,7.58,375.71,18.38,9.77,1977.87
1977.12,93.82,7.69,372.67,18.55,9.68,1977.96
1978.01,90.25,7.96,356.2,18.6,9.24,1978.04
1978.02,88.98,8.03,348.95,18.65,9.05,1978.12
1978.03,88.82,8.04,345.58,18.68,8.95,1978.21
1978.04,92.71,8.15,357.89,18.67,9.26,1978.29
1978.05,97.41,8.35,372.53,18.64,9.63,1978.37
1978.06,97.66,8.46,369.48,18.58,9.55,1978.46
1978.07,97.19,8.64,364.9,18.57,9.43,1978.54
1978.08,103.9,8.41,388.32,18.63,10.02,1978.62
1978.09,103.9,8.42,385.4,18.62,9.94,1978.71
1978.1,100.6,8.64,369.83,18.52,9.53,1978.79
1978.11,94.71,8.81,346.62,18.49,8.93,1978.87
1978.12,96.11,9.01,350.19,18.47,9.01,1978.96
1979.01,99.71,9.1,360.11,18.47,9.26,1979.04
1979.02,98.23,9.1,350.66,18.41,9,1979.12
1979.03,100.1,9.12,353.75,18.38,9.07,1979.21
1979.04,102.1,9.18,356.73,18.33,9.13,1979.29
1979.05,99.73,9.25,344.07,18.26,8.79,1979.37
1979.06,101.7,8.91,346.98,18.22,8.85,1979.46
1979.07,102.7,8.95,346.56,18.21,8.83,1979.54
1979.08,107.4,9.03,358.98,18.23,9.13,1979.62
1979.09,108.6,9.33,359.1,18.22,9.11,1979.71
1979.1,104.5,10.3,342.78,18.23,8.68,1979.79
1979.11,103.7,10.65,337.02,18.21,8.52,1979.87
1979.12,107.8,10.39,346.69,18.17,8.75,1979.96
1980.01,110.9,10.8,351.62,18.07,8.85,1980.04
1980.02,115.3,12.41,360.47,17.98,9.05,1980.12
1980.03,104.7,12.75,322.43,17.86,8.08,1980.21
1980.04,103,11.47,313.67,17.81,7.84,1980.29
1980.05,107.7,10.18,324.78,17.77,8.1,1980.37
1980.06,114.6,9.78,341.82,17.72,8.51,1980.46
1980.07,119.8,10.25,357.33,17.85,8.88,1980.54
1980.08,123.5,11.1,365.72,17.85,9.07,1980.62
1980.09,126.5,11.51,371.48,17.83,9.2,1980.71
1980.1,130.2,11.75,378.74,17.74,9.36,1980.79
1980.11,135.7,12.68,391.5,17.69,9.65,1980.87
1980.12,133.5,12.84,381.59,17.61,9.39,1980.96
1981.01,133,12.57,377.1,17.58,9.26,1981.04
1981.02,128.4,13.19,360.33,17.51,8.83,1981.12
1981.03,133.2,13.12,371.26,17.5,9.08,1981.21
1981.04,134.4,13.68,372.09,17.49,9.09,1981.29
1981.05,131.7,14.1,361.77,17.45,8.82,1981.37
1981.06,132.3,13.47,360.21,17.4,8.77,1981.46
1981.07,129.1,14.28,347.66,17.32,8.45,1981.54
1981.08,129.6,14.94,346.36,17.31,8.4,1981.62
1981.09,118.3,15.32,313.11,17.26,7.58,1981.71
1981.1,119.8,15.15,316.4,17.32,7.65,1981.79
1981.11,122.9,13.39,323.55,17.36,7.81,1981.87
1981.12,123.8,13.72,324.87,17.4,7.83,1981.96
1982.01,117.3,14.59,306.84,17.42,7.39,1982.04
1982.02,114.5,14.43,298.56,17.44,7.18,1982.12
1982.03,110.8,13.86,289.22,17.54,6.95,1982.21
1982.04,116.3,13.87,302.3,17.55,7.26,1982.29
1982.05,116.4,13.62,299.72,17.46,7.19,1982.37
1982.06,109.7,14.3,278.97,17.32,6.69,1982.46
1982.07,109.4,13.95,276.78,17.26,6.64,1982.54
1982.08,109.7,13.06,276.97,17.26,6.64,1982.62
1982.09,122.4,12.34,308.4,17.26,7.4,1982.71
1982.1,132.7,10.91,333.34,17.22,8,1982.79
1982.11,138.1,10.55,347.61,17.28,8.35,1982.87
1982.12,139.4,10.54,352.32,17.36,8.47,1982.96
1983.01,144.3,10.46,363.96,17.36,8.76,1983.04
1983.02,146.8,10.72,369.88,17.38,8.91,1983.12
1983.03,151.9,10.51,382.73,17.41,9.23,1983.21
1983.04,157.7,10.4,394.53,17.31,9.53,1983.29
1983.05,164.1,10.38,408.06,17.23,9.87,1983.37
1983.06,166.4,10.85,412.53,17.21,10,1983.46
1983.07,167,11.38,412.36,17.19,10.01,1983.54
1983.08,162.4,11.85,399.8,17.18,9.73,1983.62
1983.09,167.2,11.65,409.57,17.15,9.98,1983.71
1983.1,167.7,11.54,409.58,17.17,10,1983.79
1983.11,165.2,11.69,402.67,17.21,9.85,1983.87
1983.12,164.4,11.83,400.33,17.26,9.82,1983.96
1984.01,166.4,11.67,402.81,17.24,9.89,1984.04
1984.02,157.3,11.84,378.92,17.22,9.32,1984.12
1984.03,157.4,12.32,378.43,17.26,9.33,1984.21
1984.04,157.6,12.63,377.07,17.28,9.31,1984.29
1984.05,156.6,13.41,373.59,17.34,9.23,1984.37
1984.06,153.1,13.56,364.18,17.39,9.01,1984.46
1984.07,151.1,13.36,358.04,17.38,8.87,1984.54
1984.08,164.4,12.72,388.07,17.37,9.62,1984.62
1984.09,166.1,12.52,390.21,17.34,9.69,1984.71
1984.1,164.8,12.16,386.06,17.41,9.6,1984.79
1984.11,166.3,11.57,389.57,17.52,9.69,1984.87
1984.12,164.5,11.5,385.35,17.64,9.6,1984.96
1985.01,171.6,11.38,401.22,17.71,10,1985.04
1985.02,180.9,11.51,420.97,17.72,10.49,1985.12
1985.03,179.4,11.86,415.91,17.76,10.37,1985.21
1985.04,180.6,11.43,416.74,17.74,10.4,1985.29
1985.05,184.9,10.85,425.07,17.73,10.61,1985.37
1985.06,188.9,10.16,433.05,17.74,10.81,1985.46
1985.07,192.5,10.31,440.49,17.79,11,1985.54
1985.08,188.3,10.33,430.08,17.83,10.74,1985.62
1985.09,184.1,10.37,419.32,17.86,10.47,1985.71
1985.1,186.2,10.24,422.54,17.84,10.55,1985.79
1985.11,197.5,9.78,446.95,17.83,11.16,1985.87
1985.12,207.3,9.26,467.84,17.83,11.69,1985.96
1986.01,208.2,9.19,468.59,17.87,11.72,1986.04
1986.02,219.4,8.7,495.15,18.01,12.39,1986.12
1986.03,232.3,7.78,526.68,18.18,13.19,1986.21
1986.04,238,7.3,540.59,18.28,13.55,1986.29
1986.05,238.5,7.71,540.24,18.29,13.56,1986.37
1986.06,245.3,7.8,552.59,18.25,13.89,1986.46
1986.07,240.2,7.3,541.1,18.34,13.62,1986.54
1986.08,245,7.17,550.91,18.41,13.89,1986.62
1986.09,238.3,7.45,533.41,18.42,13.47,1986.71
1986.1,237.4,7.43,530.92,18.44,13.43,1986.79
1986.11,245.1,7.25,547.64,18.46,13.87,1986.87
1986.12,248.6,7.11,554.96,18.48,14.09,1986.96
1987.01,264.5,7.08,586.74,18.41,14.92,1987.04
1987.02,280.9,7.25,620.88,18.39,15.82,1987.12
1987.03,292.5,7.25,643.64,18.35,16.43,1987.21
1987.04,289.3,8.02,633.21,18.39,16.2,1987.29
1987.05,289.1,8.61,630.53,18.45,16.16,1987.37
1987.06,301.4,8.4,655.04,18.52,16.83,1987.46
1987.07,310.1,8.45,672.17,18.57,17.31,1987.54
1987.08,329.4,8.76,710.26,18.57,18.33,1987.62
1987.09,318.7,9.42,683.61,18.58,17.68,1987.71
1987.1,280.2,9.52,599.46,18.63,15.53,1987.79
1987.11,245,8.86,523.7,18.72,13.59,1987.87
1987.12,241,8.99,515.15,18.83,13.39,1987.96
1988.01,250.5,8.67,534.07,18.88,13.9,1988.04
1988.02,258.1,8.21,548.85,18.93,14.3,1988.12
1988.03,265.7,8.37,562.58,18.95,14.67,1988.21
1988.04,262.6,8.72,553.17,19.05,14.43,1988.29
1988.05,256.1,9.09,537.64,19.18,14.03,1988.37
1988.06,270.7,8.92,565.89,19.29,14.77,1988.46
1988.07,269.1,9.06,560.17,19.37,14.61,1988.54
1988.08,263.7,9.26,546.62,19.45,14.24,1988.62
1988.09,268,8.98,551.82,19.48,14.37,1988.71
1988.1,277.4,8.8,569.28,19.6,14.81,1988.79
1988.11,271,8.96,555.68,19.77,14.45,1988.87
1988.12,276.5,9.11,566.02,19.96,14.7,1988.96
1989.01,285.4,9.09,581.34,19.99,15.09,1989.04
1989.02,294,9.17,596.4,20.08,15.47,1989.12
1989.03,292.7,9.36,590.36,20.19,15.3,1989.21
1989.04,302.3,9.18,605.76,20.21,15.69,1989.29
1989.05,313.9,8.86,625.45,20.31,16.19,1989.37
1989.06,323.7,8.28,643.42,20.61,16.64,1989.46
1989.07,331.9,8.02,658.13,20.67,17.01,1989.54
1989.08,346.6,8.11,686.17,20.88,17.73,1989.62
1989.09,347.3,8.19,685.36,21.17,17.71,1989.71
1989.1,347.4,8.01,682.28,21.2,17.64,1989.79
1989.11,340.2,7.87,666.55,21.4,17.24,1989.87
1989.12,348.6,7.84,681.92,21.64,17.65,1989.96
1990.01,339.97,8.21,658.25,21.57,17.05,1990.04
1990.02,330.45,8.47,636.82,21.64,16.51,1990.12
1990.03,338.46,8.59,648.71,21.7,16.83,1990.21
1990.04,338.18,8.79,647.17,21.89,16.81,1990.29
1990.05,350.25,8.76,668.71,22.06,17.39,1990.37
1990.06,360.39,8.48,684.36,22.14,17.82,1990.46
1990.07,360.03,8.47,681.06,22.18,17.75,1990.54
1990.08,330.75,8.75,619.96,22.09,16.17,1990.62
1990.09,315.41,8.89,586.31,21.99,15.3,1990.71
1990.1,307.12,8.72,567.48,22.04,14.82,1990.79
1990.11,315.29,8.39,581.27,22.15,15.19,1990.87
1990.12,328.75,8.08,606.08,22.29,15.85,1990.96
1991.01,325.49,8.09,596.51,22.19,15.61,1991.04
1991.02,362.26,7.85,662.91,22.17,17.35,1991.12
1991.03,372.28,8.11,680.23,22.13,17.82,1991.21
1991.04,379.68,8.04,692.73,22.13,18.16,1991.29
1991.05,377.99,8.07,687.61,22.08,18.04,1991.37
1991.06,378.29,8.28,686.13,22.04,18.02,1991.46
1991.07,380.23,8.27,688.64,22.08,18.1,1991.54
1991.08,389.4,7.9,703.18,22.1,18.51,1991.62
1991.09,387.2,7.65,696.15,22.08,18.36,1991.71
1991.1,386.88,7.53,694.56,22,18.35,1991.79
1991.11,385.92,7.42,690.83,21.89,18.29,1991.87
1991.12,388.51,7.09,694.96,21.82,18.44,1991.96
1992.01,416.08,7.03,743.2,21.86,19.77,1992.04
1992.02,412.56,7.34,734.25,21.86,19.58,1992.12
1992.03,407.36,7.54,721.36,21.82,19.28,1992.21
1992.04,407.41,7.48,720.41,21.79,19.3,1992.29
1992.05,414.81,7.39,732.45,21.75,19.66,1992.37
1992.06,408.27,7.26,718.33,21.68,19.32,1992.46
1992.07,415.05,6.84,728.7,21.67,19.62,1992.54
1992.08,417.93,6.59,731.67,21.65,19.72,1992.62
1992.09,418.48,6.42,730.56,21.65,19.71,1992.71
1992.1,412.5,6.59,717.58,21.55,19.37,1992.79
1992.11,422.84,6.87,734.53,21.51,19.83,1992.87
1992.12,435.64,6.77,757.3,21.54,20.45,1992.96
1993.01,435.23,6.6,752.87,21.47,20.32,1993.04
1993.02,441.7,6.26,761.4,21.46,20.55,1993.12
1993.03,450.16,5.98,773.28,21.44,20.86,1993.21
1993.04,443.08,5.97,759,21.4,20.46,1993.29
1993.05,445.25,6.04,761.66,21.39,20.52,1993.37
1993.06,448.06,5.96,765.41,21.39,20.61,1993.46
1993.07,447.29,5.81,764.09,21.39,20.56,1993.54
1993.08,454.13,5.68,773.63,21.33,20.81,1993.62
1993.09,459.24,5.36,780.72,21.28,20.99,1993.71
1993.1,463.9,5.33,785.39,21.23,21.11,1993.79
1993.11,462.89,5.72,783.15,21.25,21.04,1993.87
1993.12,465.95,5.77,788.32,21.28,21.16,1993.96
1994.01,472.99,5.75,798.04,21.3,21.41,1994.04
1994.02,471.58,5.97,792.95,21.3,21.26,1994.12
1994.03,463.81,6.48,777.24,21.3,20.83,1994.21
1994.04,447.23,6.97,748.44,21.34,20.06,1994.29
1994.05,450.9,7.18,754.07,21.4,20.2,1994.37
1994.06,454.83,7.1,758.07,21.4,20.29,1994.46
1994.07,451.4,7.3,750.33,21.39,20.07,1994.54
1994.08,464.24,7.24,768.56,21.36,20.54,1994.62
1994.09,466.96,7.46,771,21.33,20.58,1994.71
1994.1,463.81,7.74,765.28,21.47,20.4,1994.79
1994.11,461.01,7.96,759.65,21.58,20.21,1994.87
1994.12,455.19,7.81,750.06,21.7,19.91,1994.96
1995.01,465.25,7.78,763.57,21.63,20.22,1995.04
1995.02,481.92,7.47,787.79,21.55,20.8,1995.12
1995.03,493.15,7.2,803.48,21.46,21.15,1995.21
1995.04,507.91,7.06,824.81,21.51,21.64,1995.29
1995.05,523.81,6.63,848.95,21.57,22.2,1995.37
1995.06,539.35,6.17,872.42,21.61,22.72,1995.46
1995.07,557.37,6.28,901.56,21.74,23.38,1995.54
1995.08,559.11,6.49,902.01,21.8,23.28,1995.62
1995.09,578.77,6.2,931.9,21.87,23.95,1995.71
1995.1,582.92,6.04,935.53,21.91,23.93,1995.79
1995.11,595.53,5.93,956.39,22.03,24.35,1995.87
1995.12,614.57,5.71,987.61,22.16,25.03,1995.96
1996.01,614.42,5.65,981.61,22.2,24.76,1996.04
1996.02,649.54,5.81,1034.37,22.29,25.98,1996.12
1996.03,647.07,6.27,1025.14,22.34,25.63,1996.21
1996.04,647.17,6.51,1021.37,22.34,25.42,1996.29
1996.05,661.23,6.74,1041.56,22.39,25.81,1996.37
1996.06,668.5,6.91,1052.34,22.46,25.97,1996.46
1996.07,644.07,6.87,1011.94,22.62,24.86,1996.54
1996.08,662.68,6.64,1039.2,22.79,25.41,1996.62
1996.09,674.88,6.83,1054.97,22.92,25.68,1996.71
1996.1,701.46,6.53,1093.06,22.97,26.48,1996.79
1996.11,735.67,6.2,1144.2,23.05,27.59,1996.87
1996.12,743.25,6.3,1155.99,23.17,27.72,1996.96
1997.01,766.22,6.58,1187.97,23.18,28.33,1997.04
1997.02,798.39,6.42,1233.97,23.19,29.27,1997.12
1997.03,792.16,6.69,1221.28,23.22,28.8,1997.21
1997.04,763.93,6.89,1176.29,23.24,27.59,1997.29
1997.05,833.09,6.71,1283.58,23.31,29.93,1997.37
1997.06,876.29,6.49,1348.46,23.33,31.26,1997.46
1997.07,925.29,6.22,1422.08,23.39,32.77,1997.54
1997.08,927.24,6.3,1422.42,23.43,32.59,1997.62
1997.09,937.02,6.21,1433.86,23.46,32.67,1997.71
1997.1,951.16,6.03,1451.89,23.49,32.9,1997.79
1997.11,938.92,5.88,1434.1,23.59,32.34,1997.87
1997.12,962.37,5.81,1471.74,23.7,33.03,1997.96
1998.01,963.36,5.54,1470.52,23.74,32.86,1998.04
1998.02,1023.74,5.57,1559.79,23.77,34.71,1998.12
1998.03,1076.83,5.65,1637.64,23.79,36.3,1998.21
1998.04,1112.2,5.64,1688.31,23.91,37.28,1998.29
1998.05,1108.42,5.65,1679.47,24.02,36.96,1998.37
1998.06,1108.39,5.5,1677.36,24.14,36.8,1998.46
1998.07,1156.58,5.46,1748.15,24.21,38.26,1998.54
1998.08,1074.62,5.34,1622.28,24.28,35.42,1998.62
1998.09,1020.64,4.81,1538.9,24.34,33.53,1998.71
1998.1,1032.47,4.53,1552.95,24.32,33.77,1998.79
1998.11,1144.43,4.83,1721.34,24.34,37.37,1998.87
1998.12,1190.05,4.65,1791.05,24.38,38.82,1998.96
1999.01,1248.77,4.72,1874.85,24.45,40.58,1999.04
1999.02,1246.58,5,1869.29,24.54,40.4,1999.12
1999.03,1281.66,5.23,1916.07,24.59,41.36,1999.21
1999.04,1334.76,5.18,1981.05,24.42,42.7,1999.29
1999.05,1332.07,5.54,1977.05,24.42,42.56,1999.37
1999.06,1322.55,5.9,1962.92,24.42,42.18,1999.46
1999.07,1380.99,5.79,2043.51,24.44,43.83,1999.54
1999.08,1327.49,5.94,1959.64,24.47,41.93,1999.62
1999.09,1318.17,5.92,1936.61,24.45,41.32,1999.71
1999.1,1300.01,6.11,1906.53,24.43,40.55,1999.79
1999.11,1391,6.03,2038.76,24.44,43.21,1999.87
1999.12,1428.68,6.28,2093.98,24.46,44.2,1999.96
2000.01,1425.59,6.66,2083.27,24.42,43.77,2000.04
2000.02,1388.87,6.52,2017.65,24.31,42.19,2000.12
2000.03,1442.21,6.26,2078.01,24.15,43.22,2000.21
2000.04,1461.36,5.99,2104.37,24.11,43.53,2000.29
2000.05,1418.48,6.44,2040.24,24.05,41.97,2000.37
2000.06,1461.96,6.1,2091.8,23.89,42.78,2000.46
2000.07,1473,6.05,2102.72,23.67,42.76,2000.54
2000.08,1485.46,5.83,2120.51,23.51,42.87,2000.62
2000.09,1468.05,5.8,2084.8,23.22,41.9,2000.71
2000.1,1390.14,5.74,1970.75,23.14,39.37,2000.79
2000.11,1378.04,5.72,1952.48,23.09,38.78,2000.87
2000.12,1330.93,5.24,1886.81,23.07,37.27,2000.96
2001.01,1335.63,5.16,1881.58,22.78,36.98,2001.04
2001.02,1305.75,5.1,1832.16,22.55,35.83,2001.12
2001.03,1185.85,4.89,1660.15,22.36,32.33,2001.21
2001.04,1189.84,5.14,1659.14,22.14,32.17,2001.29
2001.05,1270.37,5.39,1763.46,21.91,34.07,2001.37
2001.06,1238.71,5.28,1716.61,21.74,33.07,2001.46
2001.07,1204.45,5.24,1673.84,21.83,32.16,2001.54
2001.08,1178.5,4.97,1637.77,21.85,31.4,2001.62
2001.09,1044.64,4.73,1445.23,21.78,27.67,2001.71
2001.1,1076.59,4.57,1494.46,21.85,28.58,2001.79
2001.11,1129.68,4.65,1570.81,21.89,30.01,2001.87
2001.12,1144.93,5.09,1598.32,21.97,30.5,2001.96
2002.01,1140.21,5.04,1588.14,21.92,30.28,2002.04
2002.02,1100.67,4.91,1527.03,21.83,29.09,2002.12
2002.03,1153.79,5.28,1591.78,21.7,30.29,2002.21
2002.04,1111.93,5.21,1525.49,21.72,29.01,2002.29
2002.05,1079.25,5.16,1480.66,21.86,28.13,2002.37
2002.06,1014.02,4.93,1390.39,21.99,26.39,2002.46
2002.07,903.59,4.65,1237.6,21.86,23.46,2002.54
2002.08,912.55,4.26,1245.72,21.68,23.59,2002.62
2002.09,867.81,3.87,1182.68,21.53,22.37,2002.71
2002.1,854.63,3.94,1162.79,21.62,21.96,2002.79
2002.11,909.93,4.05,1238.03,21.74,23.35,2002.87
2002.12,899.18,4.03,1226.11,21.91,23.1,2002.96
2003.01,895.84,4.05,1216.18,21.88,22.9,2003.04
2003.02,837.03,3.9,1127.65,21.78,21.21,2003.12
2003.03,846.63,3.81,1133.77,21.72,21.31,2003.21
2003.04,890.03,3.96,1194.49,21.75,22.43,2003.29
2003.05,935.96,3.57,1258.18,21.76,23.59,2003.37
2003.06,988,3.33,1326.69,21.71,24.83,2003.46
2003.07,992.54,3.98,1331.34,21.88,24.87,2003.54
2003.08,989.53,4.45,1322.27,21.98,24.64,2003.62
2003.09,1019.44,4.27,1357.82,22.1,25.24,2003.71
2003.1,1038.73,4.29,1385.01,22.48,25.68,2003.79
2003.11,1049.9,4.3,1403.7,22.89,25.95,2003.87
2003.12,1080.64,4.27,1446.37,23.28,26.64,2003.96
2004.01,1132.52,4.15,1508.44,23.44,27.66,2004.04
2004.02,1143.36,4.08,1514.7,23.59,27.65,2004.12
2004.03,1123.98,3.83,1479.49,23.72,26.89,2004.21
2004.04,1133.36,4.35,1487.07,23.9,26.9,2004.29
2004.05,1102.78,4.72,1438.53,24.01,25.9,2004.37
2004.06,1132.76,4.73,1472.97,24.19,26.4,2004.46
2004.07,1105.85,4.5,1440.25,24.47,25.7,2004.54
2004.08,1088.94,4.28,1417.48,24.7,25.17,2004.62
2004.09,1117.66,4.13,1451.8,24.89,25.67,2004.71
2004.1,1117.21,4.1,1443.61,24.88,25.41,2004.79
2004.11,1168.94,4.19,1509.67,24.99,26.47,2004.87
2004.12,1199.21,4.23,1554.46,25.2,27.14,2004.96
2005.01,1181.41,4.22,1528.17,25.49,26.59,2005.04
2005.02,1199.63,4.17,1542.84,25.68,26.74,2005.12
2005.03,1194.9,4.5,1524.83,25.82,26.34,2005.21
2005.04,1164.43,4.34,1476.02,25.94,25.41,2005.29
2005.05,1178.28,4.14,1495.12,26.26,25.65,2005.37
2005.06,1202.25,4,1524.75,26.54,26.07,2005.46
2005.07,1222.24,4.18,1542.96,26.65,26.29,2005.54
2005.08,1224.27,4.26,1537.65,26.74,26.1,2005.62
2005.09,1225.92,4.2,1521.14,26.64,25.73,2005.71
2005.1,1191.96,4.46,1476.03,26.9,24.88,2005.79
2005.11,1237.37,4.54,1544.67,27.43,25.93,2005.87
2005.12,1262.07,4.47,1581.91,27.85,26.44,2005.96
2006.01,1278.73,4.42,1590.66,27.87,26.47,2006.04
2006.02,1276.65,4.57,1584.88,28.05,26.25,2006.12
2006.03,1293.74,4.72,1597.25,28.12,26.33,2006.21
2006.04,1302.17,4.99,1594.1,28.16,26.15,2006.29
2006.05,1290.01,5.11,1571.41,28.29,25.65,2006.37
